StoreID,FranchiseOwner,Region,SurveyWeek,FiscalYear,FiscalQuarter,FiscalMonth,TotalResponses,TopBoxResponses,OSAT_TopBox_Pct,FoodQuality_Score,Service_Score,Cleanliness_Score,ValueScore
#8024,Evergreen Capital,Northeast,2025-10-27,2025,Q4,10,24,17,70.5,3.9,3.9,4.0,3.76
#8024,Evergreen Capital,Northeast,2025-11-03,2025,Q4,11,26,18,71.0,3.92,3.8,4.16,3.89
#8024,Evergreen Capital,Northeast,2025-11-10,2025,Q4,11,31,22,70.4,3.98,4.06,4.02,3.76
#8024,Evergreen Capital,Northeast,2025-11-17,2025,Q4,11,30,21,70.9,4.02,4.05,4.14,3.81
#8024,Evergreen Capital,Northeast,2025-11-24,2025,Q4,11,26,18,68.7,4.13,4.0,4.21,3.84
#8024,Evergreen Capital,Northeast,2025-12-01,2025,Q4,12,30,21,70.4,4.01,3.85,4.16,3.84
#8024,Evergreen Capital,Northeast,2025-12-08,2025,Q4,12,33,23,70.8,4.06,3.93,4.04,3.86
#8024,Evergreen Capital,Northeast,2025-12-15,2025,Q4,12,25,17,69.3,3.89,4.04,4.09,3.83
#8024,Evergreen Capital,Northeast,2025-12-22,2025,Q4,12,31,21,68.1,4.11,4.02,4.02,3.75
#8024,Evergreen Capital,Northeast,2026-01-05,2026,Q1,1,27,19,69.1,3.95,4.01,4.13,3.67
#8024,Evergreen Capital,Northeast,2026-01-12,2026,Q1,1,27,19,70.7,4.0,3.8,4.15,3.78
#8024,Evergreen Capital,Northeast,2026-01-19,2026,Q1,1,28,20,70.7,3.97,3.99,4.07,3.93
#8024,Evergreen Capital,Northeast,2026-02-02,2026,Q1,2,26,18,68.1,4.03,4.04,4.11,3.75
#8024,Evergreen Capital,Northeast,2026-02-16,2026,Q1,2,24,17,69.1,4.04,3.87,3.96,3.85
#8024,Evergreen Capital,Northeast,2026-02-23,2026,Q1,2,26,18,68.7,3.99,4.07,4.15,3.83
#8024,Evergreen Capital,Northeast,2026-03-02,2026,Q1,3,27,19,70.8,3.99,3.9,4.19,3.95
#8024,Evergreen Capital,Northeast,2026-03-09,2026,Q1,3,24,16,67.9,4.08,4.02,4.18,3.92
#8024,Evergreen Capital,Northeast,2026-03-16,2026,Q1,3,26,18,70.5,4.07,4.02,4.22,3.71
#8024,Evergreen Capital,Northeast,2026-04-13,2026,Q2,4,26,19,71.2,4.13,4.03,3.97,3.74
#8024,Evergreen Capital,Northeast,2026-04-20,2026,Q2,4,25,17,69.4,4.01,3.89,3.94,3.78
#8024,Evergreen Capital,Northeast,2026-04-27,2026,Q2,4,24,17,71.1,3.98,3.92,4.11,3.8
#8024,Evergreen Capital,Northeast,2026-05-04,2026,Q2,5,23,16,68.5,4.0,3.91,4.16,3.72
#8024,Evergreen Capital,Northeast,2026-05-11,2026,Q2,5,32,22,68.5,4.01,4.04,4.1,3.89
#8024,Evergreen Capital,Northeast,2026-05-18,2026,Q2,5,29,20,68.3,4.08,3.99,4.21,3.91
#8024,Evergreen Capital,Northeast,2026-05-25,2026,Q2,5,25,18,70.1,3.88,3.87,4.02,3.87
#8025,Evergreen Capital,Northeast,2024-01-01,2024,Q1,1,28,18,65.4,3.9,3.72,3.93,3.53
#8025,Evergreen Capital,Northeast,2024-01-08,2024,Q1,1,22,14,65.7,3.72,3.69,3.84,3.72
#8025,Evergreen Capital,Northeast,2024-01-15,2024,Q1,1,27,18,67.3,3.93,3.65,4.0,3.73
#8025,Evergreen Capital,Northeast,2024-01-29,2024,Q1,1,21,14,66.1,3.76,3.82,3.92,3.72
#8025,Evergreen Capital,Northeast,2024-02-05,2024,Q1,2,20,13,65.4,3.81,3.84,3.81,3.76
#8025,Evergreen Capital,Northeast,2024-02-12,2024,Q1,2,23,15,66.8,3.95,3.9,3.84,3.55
#8025,Evergreen Capital,Northeast,2024-02-19,2024,Q1,2,23,15,65.1,3.84,3.8,3.97,3.75
#8025,Evergreen Capital,Northeast,2024-02-26,2024,Q1,2,21,14,66.8,3.71,3.73,3.87,3.62
#8025,Evergreen Capital,Northeast,2024-03-04,2024,Q1,3,20,13,65.8,3.89,3.81,3.93,3.66
#8025,Evergreen Capital,Northeast,2024-03-11,2024,Q1,3,24,16,66.8,3.98,3.76,3.92,3.58
#8025,Evergreen Capital,Northeast,2024-03-18,2024,Q1,3,26,17,64.4,3.76,3.89,3.77,3.57
#8025,Evergreen Capital,Northeast,2024-03-25,2024,Q1,3,21,14,66.9,3.91,3.86,3.86,3.58
#8025,Evergreen Capital,Northeast,2024-04-01,2024,Q2,4,21,14,67.0,3.72,3.73,3.86,3.75
#8025,Evergreen Capital,Northeast,2024-04-08,2024,Q2,4,26,17,65.4,3.77,3.84,4.05,3.59
#8025,Evergreen Capital,Northeast,2024-04-15,2024,Q2,4,19,12,64.6,3.92,3.88,3.78,3.5
#8025,Evergreen Capital,Northeast,2024-04-22,2024,Q2,4,26,17,66.5,3.78,3.81,4.0,3.62
#8025,Evergreen Capital,Northeast,2024-04-29,2024,Q2,4,28,19,66.2,3.77,3.83,3.98,3.65
#8025,Evergreen Capital,Northeast,2024-05-06,2024,Q2,5,19,12,64.7,3.71,3.71,4.01,3.72
#8025,Evergreen Capital,Northeast,2024-05-13,2024,Q2,5,21,14,64.9,3.99,3.62,3.85,3.7
#8025,Evergreen Capital,Northeast,2024-06-10,2024,Q2,6,20,13,67.3,3.95,3.74,3.95,3.77
#8025,Evergreen Capital,Northeast,2024-06-17,2024,Q2,6,20,13,65.4,3.91,3.88,3.84,3.67
#8025,Evergreen Capital,Northeast,2024-06-24,2024,Q2,6,25,16,64.8,3.82,3.77,3.98,3.71
#8025,Evergreen Capital,Northeast,2024-07-01,2024,Q3,7,24,16,66.0,3.76,3.63,3.99,3.73
#8025,Evergreen Capital,Northeast,2024-07-08,2024,Q3,7,19,12,65.6,3.71,3.68,3.8,3.52
#8025,Evergreen Capital,Northeast,2024-07-15,2024,Q3,7,19,13,67.3,3.8,3.89,3.84,3.7
#8025,Evergreen Capital,Northeast,2024-07-29,2024,Q3,7,25,17,66.7,3.72,3.82,3.86,3.79
#8025,Evergreen Capital,Northeast,2024-08-05,2024,Q3,8,19,13,65.9,3.9,3.91,3.94,3.54
#8025,Evergreen Capital,Northeast,2024-08-19,2024,Q3,8,20,13,65.6,3.9,3.68,3.93,3.65
#8025,Evergreen Capital,Northeast,2024-08-26,2024,Q3,8,19,12,65.0,3.94,3.91,3.89,3.68
#8025,Evergreen Capital,Northeast,2024-09-02,2024,Q3,9,19,12,64.1,3.98,3.74,3.93,3.52
#8025,Evergreen Capital,Northeast,2024-09-09,2024,Q3,9,25,17,67.0,3.75,3.67,3.83,3.57
#8025,Evergreen Capital,Northeast,2024-09-16,2024,Q3,9,23,15,64.0,3.93,3.87,3.79,3.54
#8025,Evergreen Capital,Northeast,2024-09-23,2024,Q3,9,28,18,64.2,3.8,3.79,4.0,3.68
#8025,Evergreen Capital,Northeast,2024-09-30,2024,Q3,9,25,16,64.4,3.94,3.62,3.89,3.79
#8025,Evergreen Capital,Northeast,2024-10-07,2024,Q4,10,21,14,65.3,3.79,3.67,3.91,3.75
#8025,Evergreen Capital,Northeast,2024-10-14,2024,Q4,10,21,14,64.9,3.81,3.66,3.77,3.58
#8025,Evergreen Capital,Northeast,2024-10-28,2024,Q4,10,19,13,67.4,3.93,3.79,3.85,3.63
#8025,Evergreen Capital,Northeast,2024-11-04,2024,Q4,11,27,18,67.2,3.87,3.64,3.97,3.53
#8025,Evergreen Capital,Northeast,2024-11-11,2024,Q4,11,24,16,66.6,3.76,3.88,3.78,3.62
#8025,Evergreen Capital,Northeast,2024-11-18,2024,Q4,11,28,18,64.6,3.74,3.84,3.81,3.5
#8025,Evergreen Capital,Northeast,2024-12-09,2024,Q4,12,20,13,64.9,3.76,3.68,3.97,3.49
#8025,Evergreen Capital,Northeast,2024-12-16,2024,Q4,12,21,14,65.4,3.74,3.67,3.87,3.52
#8025,Evergreen Capital,Northeast,2024-12-23,2024,Q4,12,24,16,64.6,3.83,3.74,3.92,3.57
#8025,Evergreen Capital,Northeast,2024-12-30,2024,Q4,12,23,15,66.0,3.81,3.7,4.03,3.54
#8025,Evergreen Capital,Northeast,2025-01-06,2025,Q1,1,24,15,64.1,3.93,3.71,3.81,3.73
#8025,Evergreen Capital,Northeast,2025-01-13,2025,Q1,1,25,16,64.1,3.79,3.89,4.04,3.54
#8025,Evergreen Capital,Northeast,2025-01-27,2025,Q1,1,25,17,66.3,3.89,3.74,3.99,3.59
#8025,Evergreen Capital,Northeast,2025-02-03,2025,Q1,2,21,14,64.5,3.81,3.85,3.83,3.68
#8025,Evergreen Capital,Northeast,2025-02-10,2025,Q1,2,21,14,66.6,3.96,3.84,3.79,3.59
#8025,Evergreen Capital,Northeast,2025-02-17,2025,Q1,2,26,17,66.2,3.86,3.9,3.89,3.61
#8025,Evergreen Capital,Northeast,2025-02-24,2025,Q1,2,27,18,66.2,3.69,3.64,3.77,3.58
#8025,Evergreen Capital,Northeast,2025-03-03,2025,Q1,3,19,12,64.5,3.7,3.61,3.81,3.67
#8025,Evergreen Capital,Northeast,2025-03-10,2025,Q1,3,21,14,64.6,3.82,3.71,3.91,3.56
#8025,Evergreen Capital,Northeast,2025-03-17,2025,Q1,3,27,18,65.2,3.72,3.86,3.82,3.57
#8025,Evergreen Capital,Northeast,2025-03-24,2025,Q1,3,18,12,64.1,3.8,3.72,3.9,3.58
#8025,Evergreen Capital,Northeast,2025-03-31,2025,Q1,3,20,13,64.0,3.96,3.84,4.02,3.72
#8025,Evergreen Capital,Northeast,2025-04-14,2025,Q2,4,19,12,64.6,3.83,3.75,3.97,3.74
#8025,Evergreen Capital,Northeast,2025-04-28,2025,Q2,4,28,18,64.0,3.84,3.66,4.0,3.6
#8025,Evergreen Capital,Northeast,2025-05-05,2025,Q2,5,23,15,66.4,3.76,3.7,4.06,3.7
#8025,Evergreen Capital,Northeast,2025-05-26,2025,Q2,5,28,19,66.9,3.81,3.74,3.77,3.6
#8025,Evergreen Capital,Northeast,2025-06-09,2025,Q2,6,25,17,67.2,3.95,3.63,4.05,3.75
#8025,Evergreen Capital,Northeast,2025-06-16,2025,Q2,6,26,17,67.3,3.93,3.89,3.99,3.61
#8025,Evergreen Capital,Northeast,2025-06-23,2025,Q2,6,23,15,64.3,3.89,3.86,4.02,3.57
#8025,Evergreen Capital,Northeast,2025-06-30,2025,Q2,6,22,15,66.1,3.72,3.68,3.8,3.76
#8025,Evergreen Capital,Northeast,2025-07-07,2025,Q3,7,23,15,66.4,3.98,3.91,4.03,3.74
#8025,Evergreen Capital,Northeast,2025-07-14,2025,Q3,7,27,18,65.0,3.9,3.72,4.06,3.51
#8025,Evergreen Capital,Northeast,2025-07-21,2025,Q3,7,19,12,65.0,3.96,3.75,3.8,3.73
#8025,Evergreen Capital,Northeast,2025-07-28,2025,Q3,7,20,13,64.7,3.95,3.74,3.89,3.61
#8025,Evergreen Capital,Northeast,2025-08-04,2025,Q3,8,28,18,65.6,3.85,3.86,3.78,3.56
#8025,Evergreen Capital,Northeast,2025-08-18,2025,Q3,8,25,17,66.2,3.94,3.8,3.89,3.72
#8025,Evergreen Capital,Northeast,2025-08-25,2025,Q3,8,26,17,66.6,3.84,3.8,3.94,3.64
#8025,Evergreen Capital,Northeast,2025-09-01,2025,Q3,9,26,17,64.6,3.85,3.8,3.97,3.57
#8025,Evergreen Capital,Northeast,2025-09-08,2025,Q3,9,28,19,67.5,3.69,3.82,3.98,3.73
#8025,Evergreen Capital,Northeast,2025-09-15,2025,Q3,9,27,18,65.7,3.81,3.69,3.91,3.68
#8025,Evergreen Capital,Northeast,2025-09-22,2025,Q3,9,24,16,65.5,3.71,3.77,3.91,3.66
#8025,Evergreen Capital,Northeast,2025-09-29,2025,Q3,9,23,15,65.5,3.9,3.71,4.06,3.76
#8025,Evergreen Capital,Northeast,2025-10-06,2025,Q4,10,27,17,64.5,3.89,3.65,4.01,3.49
#8025,Evergreen Capital,Northeast,2025-10-20,2025,Q4,10,21,14,66.5,3.7,3.61,3.85,3.72
#8025,Evergreen Capital,Northeast,2025-10-27,2025,Q4,10,20,13,66.6,3.93,3.87,3.91,3.74
#8025,Evergreen Capital,Northeast,2025-11-03,2025,Q4,11,20,13,66.8,3.86,3.63,3.99,3.6
#8025,Evergreen Capital,Northeast,2025-11-10,2025,Q4,11,19,12,65.2,3.89,3.74,4.03,3.73
#8025,Evergreen Capital,Northeast,2025-11-17,2025,Q4,11,27,17,64.7,3.88,3.76,3.77,3.66
#8025,Evergreen Capital,Northeast,2025-11-24,2025,Q4,11,24,16,67.0,3.81,3.64,3.97,3.6
#8025,Evergreen Capital,Northeast,2025-12-01,2025,Q4,12,27,18,65.5,3.78,3.74,3.95,3.61
#8025,Evergreen Capital,Northeast,2025-12-08,2025,Q4,12,25,16,64.5,3.84,3.85,4.03,3.74
#8025,Evergreen Capital,Northeast,2025-12-15,2025,Q4,12,26,17,64.4,3.98,3.89,3.93,3.55
#8025,Evergreen Capital,Northeast,2025-12-22,2025,Q4,12,21,14,65.0,3.85,3.68,3.94,3.6
#8025,Evergreen Capital,Northeast,2025-12-29,2025,Q4,12,20,13,65.3,3.74,3.78,3.81,3.56
#8025,Evergreen Capital,Northeast,2026-01-12,2026,Q1,1,25,16,64.1,3.95,3.67,3.84,3.67
#8025,Evergreen Capital,Northeast,2026-01-19,2026,Q1,1,25,16,65.0,3.71,3.64,3.83,3.53
#8025,Evergreen Capital,Northeast,2026-01-26,2026,Q1,1,25,17,66.4,3.8,3.78,3.86,3.78
#8025,Evergreen Capital,Northeast,2026-02-02,2026,Q1,2,21,14,66.2,3.8,3.8,3.9,3.61
#8025,Evergreen Capital,Northeast,2026-02-09,2026,Q1,2,22,14,64.2,3.74,3.86,3.97,3.54
#8025,Evergreen Capital,Northeast,2026-02-16,2026,Q1,2,22,15,66.1,3.87,3.88,3.84,3.65
#8025,Evergreen Capital,Northeast,2026-03-09,2026,Q1,3,19,13,66.8,3.74,3.78,3.83,3.77
#8025,Evergreen Capital,Northeast,2026-03-16,2026,Q1,3,21,14,66.9,3.75,3.64,3.86,3.65
#8025,Evergreen Capital,Northeast,2026-04-13,2026,Q2,4,20,13,65.9,3.7,3.64,3.81,3.77
#8025,Evergreen Capital,Northeast,2026-04-20,2026,Q2,4,22,14,65.7,3.79,3.82,4.0,3.68
#8025,Evergreen Capital,Northeast,2026-04-27,2026,Q2,4,27,18,65.3,3.85,3.78,4.05,3.72
#8025,Evergreen Capital,Northeast,2026-05-04,2026,Q2,5,19,12,65.6,3.77,3.64,3.93,3.51
#8025,Evergreen Capital,Northeast,2026-05-11,2026,Q2,5,28,18,65.3,3.8,3.8,3.94,3.63
#8025,Evergreen Capital,Northeast,2026-05-18,2026,Q2,5,19,12,64.4,3.95,3.72,4.0,3.6
#8025,Evergreen Capital,Northeast,2026-05-25,2026,Q2,5,24,16,67.2,3.89,3.8,3.76,3.52
#8026,Fairmount Brands,Mid-Atlantic,2024-01-01,2024,Q1,1,30,20,66.8,3.97,3.76,4.11,3.84
#8026,Fairmount Brands,Mid-Atlantic,2024-01-08,2024,Q1,1,27,18,68.4,4.01,3.91,4.14,3.78
#8026,Fairmount Brands,Mid-Atlantic,2024-01-15,2024,Q1,1,26,18,68.7,4.0,3.85,3.93,3.59
#8026,Fairmount Brands,Mid-Atlantic,2024-01-22,2024,Q1,1,21,14,67.3,3.81,3.86,4.13,3.58
#8026,Fairmount Brands,Mid-Atlantic,2024-01-29,2024,Q1,1,28,19,67.1,3.86,3.88,4.06,3.58
#8026,Fairmount Brands,Mid-Atlantic,2024-02-05,2024,Q1,2,25,17,69.2,3.8,3.73,3.97,3.68
#8026,Fairmount Brands,Mid-Atlantic,2024-02-12,2024,Q1,2,21,14,66.5,3.89,3.74,3.99,3.59
#8026,Fairmount Brands,Mid-Atlantic,2024-02-19,2024,Q1,2,26,17,66.8,3.87,3.93,3.97,3.82
#8026,Fairmount Brands,Mid-Atlantic,2024-02-26,2024,Q1,2,27,18,67.8,3.81,3.93,4.04,3.8
#8026,Fairmount Brands,Mid-Atlantic,2024-03-04,2024,Q1,3,25,17,69.1,4.0,3.87,4.01,3.79
#8026,Fairmount Brands,Mid-Atlantic,2024-03-18,2024,Q1,3,26,17,67.0,4.05,3.76,4.11,3.65
#8026,Fairmount Brands,Mid-Atlantic,2024-03-25,2024,Q1,3,22,15,68.3,3.85,3.77,3.99,3.67
#8026,Fairmount Brands,Mid-Atlantic,2024-04-01,2024,Q2,4,26,18,68.1,4.02,3.96,3.94,3.69
#8026,Fairmount Brands,Mid-Atlantic,2024-04-08,2024,Q2,4,23,16,67.9,3.98,4.0,4.03,3.6
#8026,Fairmount Brands,Mid-Atlantic,2024-04-22,2024,Q2,4,31,21,68.5,4.03,3.7,3.97,3.86
#8026,Fairmount Brands,Mid-Atlantic,2024-04-29,2024,Q2,4,29,19,66.8,3.89,3.75,3.89,3.84
#8026,Fairmount Brands,Mid-Atlantic,2024-05-06,2024,Q2,5,26,18,67.8,4.05,3.74,4.1,3.8
#8026,Fairmount Brands,Mid-Atlantic,2024-05-13,2024,Q2,5,28,19,67.8,3.93,3.89,3.94,3.78
#8026,Fairmount Brands,Mid-Atlantic,2024-05-20,2024,Q2,5,24,17,69.0,3.89,3.72,3.85,3.61
#8026,Fairmount Brands,Mid-Atlantic,2024-06-03,2024,Q2,6,23,16,68.6,3.79,3.73,4.06,3.65
#8026,Fairmount Brands,Mid-Atlantic,2024-06-10,2024,Q2,6,22,15,66.8,3.87,3.95,4.12,3.74
#8026,Fairmount Brands,Mid-Atlantic,2024-06-17,2024,Q2,6,24,16,67.1,3.92,3.79,4.08,3.58
#8026,Fairmount Brands,Mid-Atlantic,2024-07-01,2024,Q3,7,27,18,66.2,3.79,3.76,4.14,3.62
#8026,Fairmount Brands,Mid-Atlantic,2024-07-08,2024,Q3,7,22,15,66.3,4.04,3.86,3.93,3.64
#8026,Fairmount Brands,Mid-Atlantic,2024-07-15,2024,Q3,7,21,14,66.7,3.88,3.79,4.05,3.82
#8026,Fairmount Brands,Mid-Atlantic,2024-07-22,2024,Q3,7,27,19,69.3,3.99,3.79,3.85,3.73
#8026,Fairmount Brands,Mid-Atlantic,2024-07-29,2024,Q3,7,23,16,68.2,4.04,3.76,3.99,3.84
#8026,Fairmount Brands,Mid-Atlantic,2024-08-05,2024,Q3,8,30,21,68.8,3.98,3.93,3.86,3.82
#8026,Fairmount Brands,Mid-Atlantic,2024-08-12,2024,Q3,8,29,19,66.1,3.96,3.85,4.02,3.68
#8026,Fairmount Brands,Mid-Atlantic,2024-08-19,2024,Q3,8,22,15,67.1,4.05,3.95,4.1,3.69
#8026,Fairmount Brands,Mid-Atlantic,2024-08-26,2024,Q3,8,22,15,68.0,3.85,3.95,3.86,3.77
#8026,Fairmount Brands,Mid-Atlantic,2024-09-02,2024,Q3,9,25,17,68.0,3.8,3.91,3.96,3.85
#8026,Fairmount Brands,Mid-Atlantic,2024-09-09,2024,Q3,9,25,17,68.6,3.79,3.78,3.99,3.77
#8026,Fairmount Brands,Mid-Atlantic,2024-09-16,2024,Q3,9,30,21,68.9,3.99,3.78,3.93,3.71
#8026,Fairmount Brands,Mid-Atlantic,2024-09-23,2024,Q3,9,25,17,67.9,3.78,3.99,4.04,3.64
#8026,Fairmount Brands,Mid-Atlantic,2024-09-30,2024,Q3,9,27,18,68.1,3.93,3.79,3.88,3.79
#8026,Fairmount Brands,Mid-Atlantic,2024-10-14,2024,Q4,10,28,19,68.5,3.85,3.99,4.07,3.77
#8026,Fairmount Brands,Mid-Atlantic,2024-10-21,2024,Q4,10,25,17,67.7,3.85,3.96,4.11,3.76
#8026,Fairmount Brands,Mid-Atlantic,2024-11-04,2024,Q4,11,26,17,66.6,3.93,3.72,3.86,3.64
#8026,Fairmount Brands,Mid-Atlantic,2024-11-11,2024,Q4,11,22,15,66.8,4.01,3.74,3.99,3.81
#8026,Fairmount Brands,Mid-Atlantic,2024-11-18,2024,Q4,11,26,17,66.6,4.04,3.98,3.92,3.81
#8026,Fairmount Brands,Mid-Atlantic,2024-12-02,2024,Q4,12,29,19,66.1,3.87,3.93,3.85,3.71
#8026,Fairmount Brands,Mid-Atlantic,2024-12-09,2024,Q4,12,27,18,67.0,3.97,3.88,4.07,3.84
#8026,Fairmount Brands,Mid-Atlantic,2024-12-16,2024,Q4,12,24,16,68.4,4.02,3.92,3.92,3.59
#8026,Fairmount Brands,Mid-Atlantic,2024-12-30,2024,Q4,12,28,19,68.3,4.01,3.71,4.13,3.73
#8026,Fairmount Brands,Mid-Atlantic,2025-01-06,2025,Q1,1,30,20,66.6,3.96,3.87,3.89,3.78
#8026,Fairmount Brands,Mid-Atlantic,2025-01-13,2025,Q1,1,25,17,69.1,4.01,3.7,3.95,3.59
#8026,Fairmount Brands,Mid-Atlantic,2025-01-20,2025,Q1,1,25,16,65.9,3.77,3.96,4.04,3.82
#8026,Fairmount Brands,Mid-Atlantic,2025-01-27,2025,Q1,1,25,17,68.6,4.05,3.78,4.1,3.58
#8026,Fairmount Brands,Mid-Atlantic,2025-02-03,2025,Q1,2,27,18,67.6,4.0,3.81,3.96,3.77
#8026,Fairmount Brands,Mid-Atlantic,2025-02-17,2025,Q1,2,25,17,66.2,3.98,3.79,4.08,3.82
#8026,Fairmount Brands,Mid-Atlantic,2025-02-24,2025,Q1,2,29,20,67.5,4.01,3.82,3.97,3.69
#8026,Fairmount Brands,Mid-Atlantic,2025-03-03,2025,Q1,3,24,16,68.1,3.86,3.99,4.14,3.78
#8026,Fairmount Brands,Mid-Atlantic,2025-03-17,2025,Q1,3,23,16,67.8,4.04,3.93,3.96,3.84
#8026,Fairmount Brands,Mid-Atlantic,2025-03-24,2025,Q1,3,28,19,68.6,3.82,3.89,4.12,3.83
#8026,Fairmount Brands,Mid-Atlantic,2025-03-31,2025,Q1,3,27,18,67.2,3.98,3.71,4.01,3.6
#8026,Fairmount Brands,Mid-Atlantic,2025-04-07,2025,Q2,4,21,14,66.8,3.95,3.77,4.14,3.67
#8026,Fairmount Brands,Mid-Atlantic,2025-04-21,2025,Q2,4,24,16,67.0,3.85,3.89,3.91,3.82
#8026,Fairmount Brands,Mid-Atlantic,2025-04-28,2025,Q2,4,25,17,69.4,3.94,3.88,3.88,3.85
#8026,Fairmount Brands,Mid-Atlantic,2025-05-05,2025,Q2,5,22,15,66.3,3.9,3.96,3.99,3.58
#8026,Fairmount Brands,Mid-Atlantic,2025-05-12,2025,Q2,5,29,19,66.6,3.85,3.73,3.95,3.79
#8026,Fairmount Brands,Mid-Atlantic,2025-05-26,2025,Q2,5,27,18,67.2,4.07,3.97,4.08,3.72
#8026,Fairmount Brands,Mid-Atlantic,2025-06-09,2025,Q2,6,22,15,66.5,4.07,3.77,3.88,3.78
#8026,Fairmount Brands,Mid-Atlantic,2025-06-23,2025,Q2,6,25,17,68.1,3.92,3.79,3.94,3.78
#8026,Fairmount Brands,Mid-Atlantic,2025-07-07,2025,Q3,7,29,19,66.1,3.95,3.79,3.94,3.83
#8026,Fairmount Brands,Mid-Atlantic,2025-07-14,2025,Q3,7,24,17,69.0,3.88,3.77,4.01,3.72
#8026,Fairmount Brands,Mid-Atlantic,2025-08-04,2025,Q3,8,22,15,68.6,3.78,3.86,4.14,3.82
#8026,Fairmount Brands,Mid-Atlantic,2025-08-11,2025,Q3,8,29,20,67.7,3.97,3.82,3.89,3.65
#8026,Fairmount Brands,Mid-Atlantic,2025-08-25,2025,Q3,8,21,14,66.0,3.83,3.88,4.0,3.63
#8026,Fairmount Brands,Mid-Atlantic,2025-09-01,2025,Q3,9,30,21,68.8,3.81,3.71,3.91,3.68
#8026,Fairmount Brands,Mid-Atlantic,2025-09-08,2025,Q3,9,27,18,66.5,3.89,3.71,3.86,3.79
#8026,Fairmount Brands,Mid-Atlantic,2025-09-15,2025,Q3,9,21,14,69.0,4.0,3.97,4.0,3.76
#8026,Fairmount Brands,Mid-Atlantic,2025-09-29,2025,Q3,9,26,18,68.7,4.06,3.9,4.05,3.6
#8026,Fairmount Brands,Mid-Atlantic,2025-10-06,2025,Q4,10,30,20,67.8,3.94,3.88,4.13,3.73
#8026,Fairmount Brands,Mid-Atlantic,2025-10-13,2025,Q4,10,27,18,67.4,3.89,3.85,3.97,3.66
#8026,Fairmount Brands,Mid-Atlantic,2025-10-20,2025,Q4,10,30,20,67.6,3.83,3.75,4.0,3.64
#8026,Fairmount Brands,Mid-Atlantic,2025-11-03,2025,Q4,11,21,15,69.4,3.81,3.87,3.89,3.69
#8026,Fairmount Brands,Mid-Atlantic,2025-11-10,2025,Q4,11,24,16,66.6,3.97,3.9,4.13,3.79
#8026,Fairmount Brands,Mid-Atlantic,2025-11-17,2025,Q4,11,26,17,66.8,4.04,3.75,4.11,3.82
#8026,Fairmount Brands,Mid-Atlantic,2025-11-24,2025,Q4,11,26,18,68.5,3.99,3.77,3.87,3.69
#8026,Fairmount Brands,Mid-Atlantic,2025-12-01,2025,Q4,12,22,15,68.0,3.85,3.89,4.1,3.73
#8026,Fairmount Brands,Mid-Atlantic,2025-12-08,2025,Q4,12,27,19,69.2,3.88,3.91,3.92,3.57
#8026,Fairmount Brands,Mid-Atlantic,2025-12-15,2025,Q4,12,25,17,66.4,4.03,3.71,4.13,3.69
#8026,Fairmount Brands,Mid-Atlantic,2025-12-22,2025,Q4,12,21,14,67.5,3.82,3.82,3.93,3.7
#8026,Fairmount Brands,Mid-Atlantic,2025-12-29,2025,Q4,12,21,14,68.7,4.0,3.84,3.89,3.59
#8026,Fairmount Brands,Mid-Atlantic,2026-01-05,2026,Q1,1,27,18,67.9,3.79,3.74,4.05,3.84
#8026,Fairmount Brands,Mid-Atlantic,2026-01-12,2026,Q1,1,28,19,66.6,4.01,3.79,3.97,3.8
#8026,Fairmount Brands,Mid-Atlantic,2026-01-19,2026,Q1,1,28,18,66.0,3.87,3.95,3.94,3.87
#8026,Fairmount Brands,Mid-Atlantic,2026-01-26,2026,Q1,1,28,19,66.2,3.8,3.92,3.87,3.79
#8026,Fairmount Brands,Mid-Atlantic,2026-02-02,2026,Q1,2,21,14,68.3,3.79,3.94,3.86,3.75
#8026,Fairmount Brands,Mid-Atlantic,2026-02-09,2026,Q1,2,24,16,67.9,3.97,3.85,3.99,3.6
#8026,Fairmount Brands,Mid-Atlantic,2026-02-16,2026,Q1,2,29,19,66.9,3.93,3.84,4.09,3.69
#8026,Fairmount Brands,Mid-Atlantic,2026-02-23,2026,Q1,2,25,17,66.3,4.05,3.71,4.06,3.73
#8026,Fairmount Brands,Mid-Atlantic,2026-03-02,2026,Q1,3,27,18,68.1,4.02,3.88,4.12,3.57
#8026,Fairmount Brands,Mid-Atlantic,2026-03-09,2026,Q1,3,27,18,67.5,3.89,3.93,3.9,3.84
#8026,Fairmount Brands,Mid-Atlantic,2026-03-23,2026,Q1,3,27,18,67.7,3.96,4.0,3.88,3.69
#8026,Fairmount Brands,Mid-Atlantic,2026-03-30,2026,Q1,3,27,18,66.4,4.06,3.95,4.12,3.68
#8026,Fairmount Brands,Mid-Atlantic,2026-04-06,2026,Q2,4,23,16,67.6,3.94,3.91,4.14,3.67
#8026,Fairmount Brands,Mid-Atlantic,2026-04-13,2026,Q2,4,30,20,66.4,3.9,3.82,4.04,3.8
#8026,Fairmount Brands,Mid-Atlantic,2026-04-20,2026,Q2,4,25,17,68.7,3.92,4.0,4.07,3.61
#8026,Fairmount Brands,Mid-Atlantic,2026-04-27,2026,Q2,4,24,17,68.8,3.89,3.77,4.07,3.85
#8026,Fairmount Brands,Mid-Atlantic,2026-05-04,2026,Q2,5,25,17,68.7,3.99,3.97,4.11,3.87
