AuditID,StoreID,FranchiseOwner,Region,AuditDate,FiscalYear,FiscalQuarter,FSA_Score,FirstPriorityFinding,SecondPriorityFinding,AuditorCode
AUD-10268,#8032,Garden State Subs,Mid-Atlantic,2024-03-07,2024,Q1,85,False,False,STR-03
AUD-10269,#8032,Garden State Subs,Mid-Atlantic,2024-06-18,2024,Q2,84,False,False,STR-03
AUD-10270,#8032,Garden State Subs,Mid-Atlantic,2024-09-08,2024,Q3,86,True,False,STR-04
AUD-10271,#8032,Garden State Subs,Mid-Atlantic,2024-11-29,2024,Q4,85,False,False,STR-02
AUD-10272,#8032,Garden State Subs,Mid-Atlantic,2025-03-10,2025,Q1,87,False,False,STR-01
AUD-10273,#8032,Garden State Subs,Mid-Atlantic,2025-06-19,2025,Q2,85,False,False,STR-02
AUD-10274,#8032,Garden State Subs,Mid-Atlantic,2025-09-12,2025,Q3,84,False,False,STR-03
AUD-10275,#8032,Garden State Subs,Mid-Atlantic,2026-03-07,2026,Q1,85,False,False,STR-01
AUD-10276,#8032,Garden State Subs,Mid-Atlantic,2026-05-20,2026,Q2,86,False,True,STR-05
AUD-10277,#8033,Garden State Subs,Mid-Atlantic,2024-03-24,2024,Q1,86,False,False,STR-02
AUD-10278,#8033,Garden State Subs,Mid-Atlantic,2024-06-23,2024,Q2,86,False,False,STR-05
AUD-10279,#8033,Garden State Subs,Mid-Atlantic,2024-09-14,2024,Q3,86,False,True,STR-02
AUD-10280,#8033,Garden State Subs,Mid-Atlantic,2024-12-06,2024,Q4,87,False,False,STR-05
AUD-10281,#8033,Garden State Subs,Mid-Atlantic,2025-03-23,2025,Q1,86,False,False,STR-01
AUD-10282,#8033,Garden State Subs,Mid-Atlantic,2025-06-27,2025,Q2,87,False,False,STR-04
AUD-10283,#8033,Garden State Subs,Mid-Atlantic,2025-09-05,2025,Q3,84,True,False,STR-02
AUD-10284,#8033,Garden State Subs,Mid-Atlantic,2025-12-10,2025,Q4,84,False,False,STR-03
AUD-10285,#8033,Garden State Subs,Mid-Atlantic,2026-03-22,2026,Q1,85,False,False,STR-02
AUD-10286,#8033,Garden State Subs,Mid-Atlantic,2026-05-28,2026,Q2,86,False,False,STR-05
AUD-10287,#8034,Garden State Subs,Mid-Atlantic,2024-06-01,2024,Q2,83,False,True,STR-05
AUD-10288,#8034,Garden State Subs,Mid-Atlantic,2024-09-23,2024,Q3,84,False,False,STR-05
AUD-10289,#8034,Garden State Subs,Mid-Atlantic,2024-12-05,2024,Q4,83,False,False,STR-04
AUD-10290,#8034,Garden State Subs,Mid-Atlantic,2025-03-02,2025,Q1,85,False,True,STR-05
AUD-10291,#8034,Garden State Subs,Mid-Atlantic,2025-06-03,2025,Q2,83,False,False,STR-05
AUD-10292,#8034,Garden State Subs,Mid-Atlantic,2025-09-15,2025,Q3,84,False,True,STR-04
AUD-10293,#8034,Garden State Subs,Mid-Atlantic,2025-12-26,2025,Q4,83,False,False,STR-01
AUD-10294,#8034,Garden State Subs,Mid-Atlantic,2026-03-26,2026,Q1,85,False,False,STR-04
AUD-10295,#8035,Harbor Restaurants,Mid-Atlantic,2024-03-20,2024,Q1,80,False,False,STR-05
AUD-10296,#8035,Harbor Restaurants,Mid-Atlantic,2024-06-09,2024,Q2,80,False,False,STR-05
AUD-10297,#8035,Harbor Restaurants,Mid-Atlantic,2024-09-11,2024,Q3,81,False,False,STR-01
AUD-10298,#8035,Harbor Restaurants,Mid-Atlantic,2024-12-22,2024,Q4,81,False,False,STR-04
AUD-10299,#8035,Harbor Restaurants,Mid-Atlantic,2025-03-08,2025,Q1,81,False,False,STR-04
AUD-10300,#8035,Harbor Restaurants,Mid-Atlantic,2025-06-27,2025,Q2,81,False,False,STR-02
AUD-10301,#8035,Harbor Restaurants,Mid-Atlantic,2025-09-18,2025,Q3,80,False,False,STR-04
AUD-10302,#8035,Harbor Restaurants,Mid-Atlantic,2025-12-15,2025,Q4,79,False,False,STR-02
AUD-10303,#8035,Harbor Restaurants,Mid-Atlantic,2026-03-06,2026,Q1,79,False,False,STR-04
AUD-10304,#8036,Harbor Restaurants,Mid-Atlantic,2024-03-06,2024,Q1,87,False,False,STR-03
AUD-10305,#8036,Harbor Restaurants,Mid-Atlantic,2024-06-07,2024,Q2,86,False,False,STR-02
AUD-10306,#8036,Harbor Restaurants,Mid-Atlantic,2024-09-19,2024,Q3,85,False,False,STR-04
AUD-10307,#8036,Harbor Restaurants,Mid-Atlantic,2024-11-29,2024,Q4,85,False,True,STR-02
AUD-10308,#8036,Harbor Restaurants,Mid-Atlantic,2025-02-28,2025,Q1,84,False,False,STR-04
AUD-10309,#8036,Harbor Restaurants,Mid-Atlantic,2025-05-31,2025,Q2,85,False,False,STR-03
AUD-10310,#8036,Harbor Restaurants,Mid-Atlantic,2025-09-09,2025,Q3,85,False,False,STR-02
AUD-10311,#8036,Harbor Restaurants,Mid-Atlantic,2025-12-20,2025,Q4,86,False,True,STR-05
AUD-10312,#8036,Harbor Restaurants,Mid-Atlantic,2026-02-27,2026,Q1,86,False,True,STR-03
AUD-10313,#8036,Harbor Restaurants,Mid-Atlantic,2026-05-17,2026,Q2,85,False,True,STR-05
AUD-10314,#8037,Harbor Restaurants,Mid-Atlantic,2024-03-02,2024,Q1,80,False,False,STR-04
AUD-10315,#8037,Harbor Restaurants,Mid-Atlantic,2024-06-21,2024,Q2,79,False,True,STR-05
AUD-10316,#8037,Harbor Restaurants,Mid-Atlantic,2024-09-13,2024,Q3,81,False,False,STR-03
AUD-10317,#8037,Harbor Restaurants,Mid-Atlantic,2024-12-12,2024,Q4,80,False,True,STR-05
AUD-10318,#8037,Harbor Restaurants,Mid-Atlantic,2025-06-26,2025,Q2,80,False,True,STR-03
AUD-10319,#8037,Harbor Restaurants,Mid-Atlantic,2025-09-14,2025,Q3,81,False,False,STR-03
AUD-10320,#8037,Harbor Restaurants,Mid-Atlantic,2026-02-27,2026,Q1,81,False,False,STR-05
AUD-10321,#8037,Harbor Restaurants,Mid-Atlantic,2026-05-09,2026,Q2,81,False,False,STR-01
AUD-10322,#8038,Harbor Restaurants,Mid-Atlantic,2024-06-10,2024,Q2,84,False,False,STR-01
AUD-10323,#8038,Harbor Restaurants,Mid-Atlantic,2024-09-18,2024,Q3,84,False,False,STR-05
AUD-10324,#8038,Harbor Restaurants,Mid-Atlantic,2024-12-15,2024,Q4,86,False,False,STR-02
AUD-10325,#8038,Harbor Restaurants,Mid-Atlantic,2025-03-11,2025,Q1,85,False,False,STR-01
AUD-10326,#8038,Harbor Restaurants,Mid-Atlantic,2025-06-20,2025,Q2,85,False,False,STR-04
AUD-10327,#8038,Harbor Restaurants,Mid-Atlantic,2025-09-22,2025,Q3,85,False,False,STR-02
AUD-10328,#8038,Harbor Restaurants,Mid-Atlantic,2025-12-17,2025,Q4,85,False,True,STR-01
AUD-10329,#8038,Harbor Restaurants,Mid-Atlantic,2026-03-01,2026,Q1,85,True,False,STR-04
AUD-10330,#8038,Harbor Restaurants,Mid-Atlantic,2026-05-11,2026,Q2,85,False,False,STR-03
AUD-10331,#8039,Harbor Restaurants,Mid-Atlantic,2024-03-26,2024,Q1,85,False,False,STR-05
AUD-10332,#8039,Harbor Restaurants,Mid-Atlantic,2024-06-12,2024,Q2,86,False,False,STR-02
AUD-10333,#8039,Harbor Restaurants,Mid-Atlantic,2024-09-23,2024,Q3,87,False,True,STR-05
AUD-10334,#8039,Harbor Restaurants,Mid-Atlantic,2024-12-23,2024,Q4,85,False,False,STR-05
AUD-10335,#8039,Harbor Restaurants,Mid-Atlantic,2025-06-02,2025,Q2,86,False,True,STR-05
AUD-10336,#8039,Harbor Restaurants,Mid-Atlantic,2025-09-07,2025,Q3,87,False,True,STR-01
AUD-10337,#8039,Harbor Restaurants,Mid-Atlantic,2025-12-02,2025,Q4,87,False,True,STR-03
AUD-10338,#8039,Harbor Restaurants,Mid-Atlantic,2026-03-01,2026,Q1,85,True,True,STR-01
AUD-10339,#8039,Harbor Restaurants,Mid-Atlantic,2026-05-05,2026,Q2,87,False,False,STR-05
AUD-10340,#8040,Harbor Restaurants,Mid-Atlantic,2024-03-02,2024,Q1,85,False,True,STR-05
AUD-10341,#8040,Harbor Restaurants,Mid-Atlantic,2024-06-06,2024,Q2,85,False,False,STR-02
AUD-10342,#8040,Harbor Restaurants,Mid-Atlantic,2024-09-23,2024,Q3,85,False,False,STR-04
AUD-10343,#8040,Harbor Restaurants,Mid-Atlantic,2024-12-02,2024,Q4,85,False,False,STR-03
AUD-10344,#8040,Harbor Restaurants,Mid-Atlantic,2025-03-19,2025,Q1,85,False,True,STR-05
AUD-10345,#8040,Harbor Restaurants,Mid-Atlantic,2025-06-07,2025,Q2,85,False,True,STR-01
AUD-10346,#8040,Harbor Restaurants,Mid-Atlantic,2025-12-23,2025,Q4,83,False,False,STR-04
AUD-10347,#8040,Harbor Restaurants,Mid-Atlantic,2026-03-08,2026,Q1,85,False,False,STR-05
AUD-10348,#8040,Harbor Restaurants,Mid-Atlantic,2026-05-07,2026,Q2,84,False,False,STR-01
AUD-10349,#8041,Ironbound Group,Mid-Atlantic,2024-03-04,2024,Q1,82,False,False,STR-02
AUD-10350,#8041,Ironbound Group,Mid-Atlantic,2024-09-26,2024,Q3,85,False,False,STR-05
AUD-10351,#8041,Ironbound Group,Mid-Atlantic,2025-03-16,2025,Q1,84,False,False,STR-01
AUD-10352,#8041,Ironbound Group,Mid-Atlantic,2025-06-16,2025,Q2,83,False,False,STR-05
AUD-10353,#8041,Ironbound Group,Mid-Atlantic,2025-09-25,2025,Q3,83,False,False,STR-01
AUD-10354,#8041,Ironbound Group,Mid-Atlantic,2025-12-14,2025,Q4,82,False,False,STR-02
AUD-10355,#8041,Ironbound Group,Mid-Atlantic,2026-03-26,2026,Q1,83,False,True,STR-04
AUD-10356,#8041,Ironbound Group,Mid-Atlantic,2026-05-05,2026,Q2,85,True,True,STR-01
AUD-10357,#8042,Ironbound Group,Mid-Atlantic,2024-06-26,2024,Q2,83,False,True,STR-02
AUD-10358,#8042,Ironbound Group,Mid-Atlantic,2024-09-18,2024,Q3,83,False,True,STR-01
AUD-10359,#8042,Ironbound Group,Mid-Atlantic,2024-12-08,2024,Q4,81,False,False,STR-01
AUD-10360,#8042,Ironbound Group,Mid-Atlantic,2025-03-15,2025,Q1,82,False,False,STR-04
AUD-10361,#8042,Ironbound Group,Mid-Atlantic,2025-06-06,2025,Q2,81,False,False,STR-02
AUD-10362,#8042,Ironbound Group,Mid-Atlantic,2025-12-04,2025,Q4,82,False,False,STR-05
AUD-10363,#8042,Ironbound Group,Mid-Atlantic,2026-03-18,2026,Q1,81,False,False,STR-05
AUD-10364,#8042,Ironbound Group,Mid-Atlantic,2026-05-26,2026,Q2,82,False,False,STR-02
AUD-10365,#8043,Ironbound Group,Mid-Atlantic,2024-03-24,2024,Q1,83,False,False,STR-01
AUD-10366,#8043,Ironbound Group,Mid-Atlantic,2024-06-27,2024,Q2,83,False,False,STR-04
AUD-10367,#8043,Ironbound Group,Mid-Atlantic,2024-09-04,2024,Q3,82,False,False,STR-03
AUD-10368,#8043,Ironbound Group,Mid-Atlantic,2024-12-03,2024,Q4,84,False,False,STR-01
AUD-10369,#8043,Ironbound Group,Mid-Atlantic,2025-03-25,2025,Q1,83,False,False,STR-03
AUD-10370,#8043,Ironbound Group,Mid-Atlantic,2025-09-21,2025,Q3,83,False,False,STR-05
AUD-10371,#8043,Ironbound Group,Mid-Atlantic,2025-12-07,2025,Q4,83,False,False,STR-05
AUD-10372,#8043,Ironbound Group,Mid-Atlantic,2026-05-04,2026,Q2,83,False,True,STR-05
AUD-10373,#8044,Jasper Quick-Serve,Mid-Atlantic,2024-06-18,2024,Q2,79,True,False,STR-01
AUD-10374,#8044,Jasper Quick-Serve,Mid-Atlantic,2024-09-26,2024,Q3,77,False,False,STR-05
AUD-10375,#8044,Jasper Quick-Serve,Mid-Atlantic,2024-12-25,2024,Q4,78,False,False,STR-02
AUD-10376,#8044,Jasper Quick-Serve,Mid-Atlantic,2025-06-03,2025,Q2,80,True,True,STR-03
AUD-10377,#8044,Jasper Quick-Serve,Mid-Atlantic,2025-12-22,2025,Q4,79,False,False,STR-02
AUD-10378,#8044,Jasper Quick-Serve,Mid-Atlantic,2026-03-02,2026,Q1,77,False,False,STR-05
AUD-10379,#8045,Jasper Quick-Serve,Mid-Atlantic,2024-03-20,2024,Q1,83,False,True,STR-04
AUD-10380,#8045,Jasper Quick-Serve,Mid-Atlantic,2024-06-19,2024,Q2,81,False,False,STR-03
AUD-10381,#8045,Jasper Quick-Serve,Mid-Atlantic,2024-09-07,2024,Q3,82,True,False,STR-02
AUD-10382,#8045,Jasper Quick-Serve,Mid-Atlantic,2024-12-06,2024,Q4,81,False,False,STR-03
AUD-10383,#8045,Jasper Quick-Serve,Mid-Atlantic,2025-03-10,2025,Q1,83,False,False,STR-01
AUD-10384,#8045,Jasper Quick-Serve,Mid-Atlantic,2025-06-27,2025,Q2,84,False,False,STR-04
AUD-10385,#8045,Jasper Quick-Serve,Mid-Atlantic,2025-09-20,2025,Q3,82,False,False,STR-04
AUD-10386,#8045,Jasper Quick-Serve,Mid-Atlantic,2025-12-09,2025,Q4,83,False,False,STR-01
AUD-10387,#8045,Jasper Quick-Serve,Mid-Atlantic,2026-03-05,2026,Q1,82,True,False,STR-02
AUD-10388,#8045,Jasper Quick-Serve,Mid-Atlantic,2026-05-26,2026,Q2,83,False,False,STR-04
AUD-10389,#8046,Jasper Quick-Serve,Mid-Atlantic,2024-03-03,2024,Q1,79,False,False,STR-03
AUD-10390,#8046,Jasper Quick-Serve,Mid-Atlantic,2024-09-13,2024,Q3,77,False,False,STR-03
AUD-10391,#8046,Jasper Quick-Serve,Mid-Atlantic,2024-12-27,2024,Q4,76,False,False,STR-01
AUD-10392,#8046,Jasper Quick-Serve,Mid-Atlantic,2025-03-28,2025,Q1,79,False,False,STR-05
AUD-10393,#8046,Jasper Quick-Serve,Mid-Atlantic,2025-09-25,2025,Q3,79,False,True,STR-01
AUD-10394,#8046,Jasper Quick-Serve,Mid-Atlantic,2025-12-14,2025,Q4,79,False,False,STR-05
AUD-10395,#8046,Jasper Quick-Serve,Mid-Atlantic,2026-03-12,2026,Q1,78,False,False,STR-05
AUD-10396,#8047,Jasper Quick-Serve,Mid-Atlantic,2024-06-09,2024,Q2,81,False,False,STR-02
AUD-10397,#8047,Jasper Quick-Serve,Mid-Atlantic,2024-09-27,2024,Q3,80,False,False,STR-04
AUD-10398,#8047,Jasper Quick-Serve,Mid-Atlantic,2024-12-08,2024,Q4,79,False,False,STR-05
AUD-10399,#8047,Jasper Quick-Serve,Mid-Atlantic,2025-03-03,2025,Q1,79,False,True,STR-05
AUD-10400,#8047,Jasper Quick-Serve,Mid-Atlantic,2025-06-16,2025,Q2,81,False,False,STR-05
AUD-10401,#8047,Jasper Quick-Serve,Mid-Atlantic,2025-12-04,2025,Q4,79,False,False,STR-03
AUD-10402,#8047,Jasper Quick-Serve,Mid-Atlantic,2026-03-18,2026,Q1,79,False,False,STR-03
AUD-10403,#8048,Jasper Quick-Serve,Mid-Atlantic,2024-03-26,2024,Q1,83,False,True,STR-03
AUD-10404,#8048,Jasper Quick-Serve,Mid-Atlantic,2024-06-16,2024,Q2,83,False,False,STR-05
AUD-10405,#8048,Jasper Quick-Serve,Mid-Atlantic,2024-09-03,2024,Q3,83,False,False,STR-04
AUD-10406,#8048,Jasper Quick-Serve,Mid-Atlantic,2024-11-30,2024,Q4,83,False,False,STR-04
AUD-10407,#8048,Jasper Quick-Serve,Mid-Atlantic,2025-12-16,2025,Q4,84,False,False,STR-01
AUD-10408,#8049,Keystone Operations,Southeast,2024-06-08,2024,Q2,93,False,False,STR-03
AUD-10409,#8049,Keystone Operations,Southeast,2024-09-04,2024,Q3,93,False,False,STR-05
AUD-10410,#8049,Keystone Operations,Southeast,2024-12-04,2024,Q4,92,False,False,STR-04
AUD-10411,#8049,Keystone Operations,Southeast,2025-03-11,2025,Q1,93,False,False,STR-04
AUD-10412,#8049,Keystone Operations,Southeast,2025-09-19,2025,Q3,91,False,False,STR-03
AUD-10413,#8049,Keystone Operations,Southeast,2025-12-09,2025,Q4,93,False,False,STR-01
AUD-10414,#8049,Keystone Operations,Southeast,2026-03-19,2026,Q1,92,False,True,STR-01
AUD-10415,#8049,Keystone Operations,Southeast,2026-05-02,2026,Q2,91,False,False,STR-02
AUD-10416,#8050,Keystone Operations,Southeast,2024-03-08,2024,Q1,93,False,False,STR-04
AUD-10417,#8050,Keystone Operations,Southeast,2024-06-26,2024,Q2,93,True,False,STR-01
AUD-10418,#8050,Keystone Operations,Southeast,2024-09-23,2024,Q3,92,False,False,STR-04
AUD-10419,#8050,Keystone Operations,Southeast,2024-12-21,2024,Q4,91,False,False,STR-02
AUD-10420,#8050,Keystone Operations,Southeast,2025-03-12,2025,Q1,93,False,False,STR-04
AUD-10421,#8050,Keystone Operations,Southeast,2025-06-26,2025,Q2,93,False,True,STR-03
AUD-10422,#8050,Keystone Operations,Southeast,2025-12-26,2025,Q4,94,False,False,STR-04
AUD-10423,#8050,Keystone Operations,Southeast,2026-03-01,2026,Q1,91,False,False,STR-04
AUD-10424,#8050,Keystone Operations,Southeast,2026-05-26,2026,Q2,93,False,False,STR-01
AUD-10425,#8051,Keystone Operations,Southeast,2024-03-18,2024,Q1,90,False,False,STR-05
AUD-10426,#8051,Keystone Operations,Southeast,2024-06-10,2024,Q2,87,False,False,STR-04
AUD-10427,#8051,Keystone Operations,Southeast,2024-09-14,2024,Q3,88,False,False,STR-03
AUD-10428,#8051,Keystone Operations,Southeast,2025-03-06,2025,Q1,88,False,False,STR-05
AUD-10429,#8051,Keystone Operations,Southeast,2025-09-16,2025,Q3,88,False,False,STR-03
AUD-10430,#8051,Keystone Operations,Southeast,2025-12-07,2025,Q4,90,False,False,STR-01
AUD-10431,#8051,Keystone Operations,Southeast,2026-03-10,2026,Q1,88,False,True,STR-03
AUD-10432,#8052,Keystone Operations,Southeast,2024-03-22,2024,Q1,92,False,True,STR-02
AUD-10433,#8052,Keystone Operations,Southeast,2024-06-08,2024,Q2,90,False,False,STR-01
AUD-10434,#8052,Keystone Operations,Southeast,2024-09-17,2024,Q3,90,False,True,STR-04
AUD-10435,#8052,Keystone Operations,Southeast,2024-12-06,2024,Q4,91,False,False,STR-01
AUD-10436,#8052,Keystone Operations,Southeast,2025-06-26,2025,Q2,91,True,False,STR-05
AUD-10437,#8052,Keystone Operations,Southeast,2026-03-09,2026,Q1,90,False,False,STR-02
AUD-10438,#8052,Keystone Operations,Southeast,2026-05-12,2026,Q2,91,False,True,STR-03
AUD-10439,#8053,Keystone Operations,Southeast,2024-03-03,2024,Q1,87,False,False,STR-01
AUD-10440,#8053,Keystone Operations,Southeast,2024-06-17,2024,Q2,86,False,False,STR-03
AUD-10441,#8053,Keystone Operations,Southeast,2024-08-31,2024,Q3,86,False,False,STR-04
AUD-10442,#8053,Keystone Operations,Southeast,2024-11-30,2024,Q4,86,False,False,STR-02
AUD-10443,#8053,Keystone Operations,Southeast,2025-06-08,2025,Q2,86,False,False,STR-02
AUD-10444,#8053,Keystone Operations,Southeast,2025-09-18,2025,Q3,85,False,False,STR-05
AUD-10445,#8053,Keystone Operations,Southeast,2025-12-17,2025,Q4,85,False,False,STR-04
AUD-10446,#8054,Keystone Operations,Southeast,2024-03-11,2024,Q1,87,False,False,STR-01
AUD-10447,#8054,Keystone Operations,Southeast,2024-06-03,2024,Q2,88,False,False,STR-04
AUD-10448,#8054,Keystone Operations,Southeast,2024-09-26,2024,Q3,89,False,False,STR-01
AUD-10449,#8054,Keystone Operations,Southeast,2024-12-12,2024,Q4,88,False,False,STR-03
AUD-10450,#8054,Keystone Operations,Southeast,2025-06-13,2025,Q2,88,False,False,STR-03
AUD-10451,#8054,Keystone Operations,Southeast,2025-08-31,2025,Q3,87,False,False,STR-05
AUD-10452,#8054,Keystone Operations,Southeast,2025-11-28,2025,Q4,90,False,True,STR-03
AUD-10453,#8054,Keystone Operations,Southeast,2026-03-11,2026,Q1,89,False,False,STR-03
AUD-10454,#8054,Keystone Operations,Southeast,2026-05-03,2026,Q2,88,False,True,STR-04
AUD-10455,#8055,Lakeside Foods,Southeast,2024-06-17,2024,Q2,92,False,False,STR-05
AUD-10456,#8055,Lakeside Foods,Southeast,2024-12-25,2024,Q4,91,False,True,STR-04
AUD-10457,#8055,Lakeside Foods,Southeast,2025-03-05,2025,Q1,91,False,False,STR-03
AUD-10458,#8055,Lakeside Foods,Southeast,2025-06-19,2025,Q2,93,False,False,STR-02
AUD-10459,#8055,Lakeside Foods,Southeast,2026-03-24,2026,Q1,92,False,False,STR-05
AUD-10460,#8055,Lakeside Foods,Southeast,2026-05-07,2026,Q2,91,False,True,STR-01
AUD-10461,#8056,Lakeside Foods,Southeast,2024-03-28,2024,Q1,87,False,True,STR-02
AUD-10462,#8056,Lakeside Foods,Southeast,2024-09-21,2024,Q3,86,False,False,STR-02
AUD-10463,#8056,Lakeside Foods,Southeast,2024-12-13,2024,Q4,84,False,False,STR-02
AUD-10464,#8056,Lakeside Foods,Southeast,2025-03-11,2025,Q1,86,False,False,STR-01
AUD-10465,#8056,Lakeside Foods,Southeast,2025-06-14,2025,Q2,84,False,False,STR-04
AUD-10466,#8056,Lakeside Foods,Southeast,2025-09-17,2025,Q3,84,False,False,STR-04
AUD-10467,#8056,Lakeside Foods,Southeast,2025-12-16,2025,Q4,85,False,False,STR-02
AUD-10468,#8056,Lakeside Foods,Southeast,2026-03-25,2026,Q1,84,False,False,STR-01
AUD-10469,#8056,Lakeside Foods,Southeast,2026-05-09,2026,Q2,86,False,False,STR-05
AUD-10470,#8057,Lakeside Foods,Southeast,2024-03-14,2024,Q1,95,True,False,STR-05
AUD-10471,#8057,Lakeside Foods,Southeast,2024-06-07,2024,Q2,95,True,True,STR-03
AUD-10472,#8057,Lakeside Foods,Southeast,2024-09-09,2024,Q3,96,False,False,STR-04
AUD-10473,#8057,Lakeside Foods,Southeast,2024-12-25,2024,Q4,96,False,True,STR-05
AUD-10474,#8057,Lakeside Foods,Southeast,2025-03-16,2025,Q1,95,False,True,STR-03
AUD-10475,#8057,Lakeside Foods,Southeast,2025-05-31,2025,Q2,95,False,False,STR-05
AUD-10476,#8057,Lakeside Foods,Southeast,2025-09-08,2025,Q3,96,False,True,STR-01
AUD-10477,#8057,Lakeside Foods,Southeast,2025-12-19,2025,Q4,96,False,False,STR-03
AUD-10478,#8057,Lakeside Foods,Southeast,2026-03-11,2026,Q1,94,False,True,STR-04
AUD-10479,#8057,Lakeside Foods,Southeast,2026-05-06,2026,Q2,94,False,False,STR-05
AUD-10480,#8058,Lakeside Foods,Southeast,2024-06-03,2024,Q2,89,False,False,STR-04
AUD-10481,#8058,Lakeside Foods,Southeast,2024-09-21,2024,Q3,90,False,False,STR-05
AUD-10482,#8058,Lakeside Foods,Southeast,2024-12-25,2024,Q4,88,False,True,STR-02
AUD-10483,#8058,Lakeside Foods,Southeast,2025-03-12,2025,Q1,89,False,False,STR-05
AUD-10484,#8058,Lakeside Foods,Southeast,2025-06-24,2025,Q2,90,False,False,STR-03
AUD-10485,#8058,Lakeside Foods,Southeast,2025-09-22,2025,Q3,89,False,False,STR-04
AUD-10486,#8058,Lakeside Foods,Southeast,2025-12-18,2025,Q4,88,False,False,STR-04
AUD-10487,#8058,Lakeside Foods,Southeast,2026-03-23,2026,Q1,89,False,False,STR-01
AUD-10488,#8058,Lakeside Foods,Southeast,2026-05-13,2026,Q2,88,False,True,STR-05
AUD-10489,#8059,Meridian Restaurants,Southeast,2024-03-29,2024,Q1,89,False,False,STR-01
AUD-10490,#8059,Meridian Restaurants,Southeast,2024-06-27,2024,Q2,89,False,True,STR-05
AUD-10491,#8059,Meridian Restaurants,Southeast,2024-09-20,2024,Q3,87,False,True,STR-01
AUD-10492,#8059,Meridian Restaurants,Southeast,2025-03-01,2025,Q1,88,False,True,STR-05
AUD-10493,#8059,Meridian Restaurants,Southeast,2025-06-04,2025,Q2,89,False,True,STR-03
AUD-10494,#8059,Meridian Restaurants,Southeast,2025-09-14,2025,Q3,89,True,False,STR-05
AUD-10495,#8059,Meridian Restaurants,Southeast,2025-11-30,2025,Q4,88,False,True,STR-01
AUD-10496,#8059,Meridian Restaurants,Southeast,2026-03-03,2026,Q1,88,False,False,STR-01
AUD-10497,#8059,Meridian Restaurants,Southeast,2026-05-07,2026,Q2,87,False,True,STR-05
AUD-10498,#8060,Meridian Restaurants,Southeast,2024-06-05,2024,Q2,92,True,False,STR-03
AUD-10499,#8060,Meridian Restaurants,Southeast,2024-12-13,2024,Q4,91,False,False,STR-03
AUD-10500,#8060,Meridian Restaurants,Southeast,2025-03-15,2025,Q1,91,False,False,STR-05
AUD-10501,#8060,Meridian Restaurants,Southeast,2025-06-26,2025,Q2,90,False,False,STR-02
AUD-10502,#8060,Meridian Restaurants,Southeast,2025-09-11,2025,Q3,93,False,False,STR-02
AUD-10503,#8060,Meridian Restaurants,Southeast,2025-12-13,2025,Q4,91,False,True,STR-01
AUD-10504,#8060,Meridian Restaurants,Southeast,2026-03-08,2026,Q1,92,False,False,STR-04
AUD-10505,#8061,Meridian Restaurants,Southeast,2024-03-05,2024,Q1,92,False,False,STR-01
AUD-10506,#8061,Meridian Restaurants,Southeast,2024-06-18,2024,Q2,93,False,False,STR-02
AUD-10507,#8061,Meridian Restaurants,Southeast,2024-09-15,2024,Q3,94,False,False,STR-02
AUD-10508,#8061,Meridian Restaurants,Southeast,2024-12-19,2024,Q4,92,False,False,STR-03
AUD-10509,#8061,Meridian Restaurants,Southeast,2025-03-14,2025,Q1,93,False,True,STR-02
AUD-10510,#8061,Meridian Restaurants,Southeast,2025-06-23,2025,Q2,93,False,False,STR-02
AUD-10511,#8061,Meridian Restaurants,Southeast,2025-08-31,2025,Q3,92,False,False,STR-05
AUD-10512,#8061,Meridian Restaurants,Southeast,2025-12-18,2025,Q4,93,False,False,STR-04
AUD-10513,#8061,Meridian Restaurants,Southeast,2026-03-12,2026,Q1,93,False,False,STR-02
AUD-10514,#8061,Meridian Restaurants,Southeast,2026-05-22,2026,Q2,92,False,False,STR-03
AUD-10515,#8062,Meridian Restaurants,Southeast,2024-03-25,2024,Q1,92,False,True,STR-03
AUD-10516,#8062,Meridian Restaurants,Southeast,2024-06-11,2024,Q2,92,False,True,STR-01
AUD-10517,#8062,Meridian Restaurants,Southeast,2024-09-23,2024,Q3,91,False,False,STR-04
AUD-10518,#8062,Meridian Restaurants,Southeast,2025-03-02,2025,Q1,90,False,False,STR-04
AUD-10519,#8062,Meridian Restaurants,Southeast,2025-06-26,2025,Q2,91,False,True,STR-03
AUD-10520,#8062,Meridian Restaurants,Southeast,2025-09-20,2025,Q3,90,False,False,STR-01
AUD-10521,#8062,Meridian Restaurants,Southeast,2025-12-02,2025,Q4,92,False,False,STR-04
AUD-10522,#8062,Meridian Restaurants,Southeast,2026-03-23,2026,Q1,91,False,False,STR-04
AUD-10523,#8062,Meridian Restaurants,Southeast,2026-05-10,2026,Q2,92,False,True,STR-05
AUD-10524,#8063,Meridian Restaurants,Southeast,2024-03-23,2024,Q1,89,False,False,STR-05
AUD-10525,#8063,Meridian Restaurants,Southeast,2024-09-27,2024,Q3,89,False,False,STR-02
AUD-10526,#8063,Meridian Restaurants,Southeast,2024-12-02,2024,Q4,92,False,False,STR-02
AUD-10527,#8063,Meridian Restaurants,Southeast,2025-03-20,2025,Q1,91,False,False,STR-05
AUD-10528,#8063,Meridian Restaurants,Southeast,2025-09-01,2025,Q3,89,True,False,STR-04
AUD-10529,#8063,Meridian Restaurants,Southeast,2026-03-13,2026,Q1,92,False,False,STR-02
